chave_curva,chave_familia,codigo_fipe,marca,modelo,ano_modelo,combustivel,data_referencia,mes_referencia,preco_nominal,tipo,valor_fipe,codigo_marca,codigo_modelo,codigo_ano,origem
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2023-07,julho/2023,85807.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2023-09,setembro/2023,84693.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2023-11,novembro/2023,82453.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2024-01,janeiro/2024,80986.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2024-03,março/2024,81259.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2024-05,maio/2024,80989.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2024-07,julho/2024,79972.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2024-09,setembro/2024,79374.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2024-11,novembro/2024,80788.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2025-01,janeiro/2025,79854.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2025-03,março/2025,81160.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2025-05,maio/2025,80537.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2025-07,julho/2025,80684.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2025-09,setembro/2025,80690.000000,usado,,,,,
015200-5|32000|flex|excluir,hyundai|creta|base|flex|excluir,015200-5,Hyundai,Creta Comfort 1.0 TB 12V Flex Aut.,32000,Flex,2025-11,novembro/2025,80889.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2018-05,05/2018,36966.000000,zero_km,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2019-05,maio/2019,34201.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2019-07,julho/2019,34232.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2019-09,setembro/2019,34588.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2019-11,novembro/2019,34789.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2020-01,janeiro/2020,34436.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2020-03,março/2020,33928.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2020-05,maio/2020,33710.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2020-07,julho/2020,33406.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2020-09,setembro/2020,33240.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2020-11,novembro/2020,33672.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2021-01,janeiro/2021,34410.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2021-03,março/2021,35366.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2021-05,maio/2021,37621.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2021-07,julho/2021,39780.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2021-09,setembro/2021,41756.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2021-11,novembro/2021,43281.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2022-01,janeiro/2022,45071.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2022-03,março/2022,45865.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2022-05,maio/2022,46588.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2022-07,julho/2022,45609.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2022-09,setembro/2022,45555.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2022-11,novembro/2022,45897.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2023-01,janeiro/2023,45394.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2023-03,março/2023,44856.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2023-05,maio/2023,44562.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2023-07,julho/2023,43404.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2023-09,setembro/2023,42391.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2023-11,novembro/2023,41601.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2024-01,janeiro/2024,40987.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2024-03,março/2024,41021.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2024-05,maio/2024,40612.000000,usado,,,,,
025266-2|32000|flex|excluir,renault|kwid|base|flex|excluir,025266-2,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,32000,Flex,2024-07,julho/2024,39885.000000,usado,,,,,
